id,ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,geometry
107,10314,8600000US10314,10314,35431249,1688993,"POLYGON ((-74.2131719008439 40.5586915173669, -74.2112211678305 40.5605787158681, -74.210887 40.560902, -74.2087037045044 40.5699872954956, -74.2074652824152 40.5751407118114, -74.2064130996187 40.5795191349982, -74.20626854513249 40.5801206661353, -74.20433903751469 40.5881498801854, -74.204054 40.589336, -74.19682 40.597037, -74.195407 40.601806, -74.196096 40.616169, -74.20052350564639 40.6168352049125, -74.20099399999999 40.616906, -74.20181199999999 40.619507, -74.20149579024449 40.6225718219896, -74.20058 40.631448, -74.1988473083377 40.6331021161101, -74.1964546854975 40.6353862362867, -74.19251799999999 40.633364, -74.196027 40.631563, -74.197 40.632282, -74.196699 40.631877, -74.194969 40.63095999999999, -74.19282799999999 40.630948, -74.192251 40.62880699999999, -74.19046299999999 40.628873, -74.189418 40.630652, -74.18820599999999 40.629021, -74.185423 40.628664, -74.184815 40.627508, -74.18377699999999 40.628312, -74.17766999999999 40.625066, -74.176328 40.623776, -74.176653 40.620752, -74.17846999999999 40.615575, -74.18030999999999 40.612185, -74.178894 40.613568, -74.176157 40.617796, -74.174232 40.619546, -74.16872499999999 40.621209, -74.167986 40.620971, -74.164704 40.619632, -74.164068 40.621921, -74.15154099999999 40.621202, -74.149614 40.622793, -74.14876799999999 40.625104, -74.14614499999999 40.62493, -74.14769 40.622072, -74.15155299999999 40.617513, -74.147932 40.621336, -74.146608 40.62029, -74.144971 40.620226, -74.14529 40.61855, -74.14688599999999 40.618543, -74.14731999999999 40.617075, -74.141617 40.616522, -74.141353 40.619774, -74.141679 40.621627, -74.136662 40.621514, -74.136394 40.623467, -74.134011 40.622143, -74.13225799999999 40.62277599999999, -74.131907 40.621654, -74.130409 40.621771, -74.13060999999999 40.623495, -74.12629 40.62383699999999, -74.124516 40.623029, -74.122044 40.624184, -74.119669 40.621745, -74.117935 40.617845, -74.114704 40.618075, -74.113871 40.611644, -74.111277 40.610486, -74.109917 40.610167, -74.110658 40.605932, -74.11487099999999 40.602137, -74.116844 40.601895, -74.116641 40.599062, -74.119428 40.59836, -74.119576 40.601817, -74.12059599999999 40.60181, -74.120772 40.600672, -74.122643 40.599419, -74.126285 40.593455, -74.126385 40.590725, -74.127821 40.589437, -74.127782 40.587449, -74.129102 40.586291, -74.129424 40.583676, -74.13072199999999 40.583043, -74.13351999999999 40.584249, -74.13394 40.586299, -74.138667 40.58902, -74.14583399999999 40.588564, -74.146322 40.58607, -74.15252799999999 40.580617, -74.15476799999999 40.579252, -74.16983499999999 40.570879, -74.169611 40.566443, -74.170565 40.566842, -74.17531 40.566879, -74.177612 40.57075, -74.179039 40.57170199999999, -74.18376599999999 40.573613, -74.186875 40.577056, -74.191785 40.576176, -74.19796099999999 40.578411, -74.19679599999999 40.575504, -74.194098 40.567388, -74.19346399999999 40.566194, -74.199907 40.560854, -74.202383 40.559354, -74.20639199999999 40.558102, -74.211979 40.557419, -74.2131719008439 40.5586915173669), (-74.182464 40.60420999999999, -74.180413 40.602927, -74.17715699999999 40.605341, -74.17742299999999 40.606393, -74.179175 40.607867, -74.180577 40.606016, -74.182464 40.60420999999999))"
108,10460,8600000US10460,10460,3399055,0,"POLYGON ((-73.89696599999999 40.834343, -73.893946 40.836431, -73.89112899999999 40.836716, -73.887289 40.838135, -73.88659799999999 40.839279, -73.888138 40.839862, -73.88869099999999 40.839158, -73.892169 40.84105, -73.88480199999999 40.849309, -73.88382 40.851499, -73.882733 40.85364999999999, -73.88166799999999 40.853348, -73.88059199999999 40.856926, -73.87741799999999 40.85538, -73.876582 40.853547, -73.874059 40.852977, -73.87523399999999 40.851199, -73.87529499999999 40.848315, -73.87817099999999 40.842625, -73.874591 40.841521, -73.87165 40.84424, -73.871819 40.84346499999999, -73.87040999999999 40.845405, -73.86828299999999 40.844967, -73.86801899999999 40.844841, -73.865167 40.84246599999999, -73.864465 40.841088, -73.86393799999999 40.840045, -73.86488799999999 40.839771, -73.86355499999999 40.837865, -73.862943 40.834299, -73.866806 40.834837, -73.869033 40.835486, -73.876937 40.836137, -73.87925199999999 40.834424, -73.879983 40.83468, -73.882222 40.835463, -73.88474099999999 40.832341, -73.885239 40.83049099999999, -73.89312799999999 40.833422, -73.894156 40.834982, -73.89419099999999 40.833291, -73.89636899999999 40.83351, -73.89696599999999 40.834343))"
109,10464,8600000US10464,10464,8993192,237116,"MULTIPOLYGON (((-73.771658 40.854912, -73.7724428951654 40.8597369495761, -73.770552 40.86033, -73.768867 40.858341, -73.765258 40.85536099999999, -73.7662834427055 40.8547972826635, -73.76804299999999 40.85382999999999, -73.76873030709459 40.85098201195859, -73.769414 40.848149, -73.767179 40.844866, -73.76722824229971 40.844861891489, -73.769648 40.84466, -73.7719699256149 40.84703350485849, -73.77101499999999 40.849895, -73.77251 40.851679, -73.771658 40.854912)), ((-73.79245399999999 40.857002, -73.7895848559148 40.8594212776028, -73.788786 40.85848499999999, -73.78806 40.854131, -73.78802642902851 40.8541072586414, -73.7876010330976 40.8538064190509, -73.78475399999999 40.851793, -73.7845503224974 40.851442879952, -73.782174 40.847358, -73.78215411796849 40.8466849564146, -73.782093 40.84461599999999, -73.78222718192339 40.8427349527882, -73.78225399999999 40.84235899999999, -73.781206 40.838891, -73.782577 40.837601, -73.783867 40.836795, -73.785399 40.838004, -73.78822099999999 40.842036, -73.791044 40.846552, -73.789512 40.85138999999999, -73.792253 40.855825, -73.79247106279401 40.8557905540495, -73.79245399999999 40.857002)), ((-73.823296 40.873098, -73.819926 40.88212, -73.81981399999999 40.885574, -73.81936 40.885726, -73.81541299999999 40.886655, -73.81516499999999 40.888999, -73.81361699999999 40.888696, -73.792942 40.883411, -73.793702 40.882897, -73.79610199999999 40.877013, -73.79800299999999 40.874299, -73.79899399999999 40.874478, -73.80096 40.871374, -73.802553 40.870464, -73.802975 40.868904, -73.80547299999999 40.868852, -73.80881599999999 40.871249, -73.806713 40.868741, -73.80490899999999 40.868254, -73.804795 40.866596, -73.803073 40.866986, -73.802325 40.865589, -73.797997 40.872134, -73.79522399999999 40.872316, -73.794022 40.874331, -73.793437 40.877013, -73.79452499999999 40.8775, -73.79309499999999 40.879385, -73.79007299999999 40.881075, -73.789244 40.878979, -73.78642499999999 40.87915, -73.78530000000001 40.876634, -73.78770299999999 40.872997, -73.78581699999999 40.873635, -73.785389 40.872048, -73.78377754459801 40.8737425414573, -73.783366 40.871822, -73.78598 40.869485, -73.79120899999999 40.868946, -73.793111 40.863554, -73.7907712612044 40.8608117720335, -73.791904 40.860829, -73.79368699999999 40.859176, -73.794032 40.856551, -73.79837499999999 40.854245, -73.79819599999999 40.851962, -73.80011078822299 40.8481406616827, -73.8004072944909 40.8482000172664, -73.801726 40.848464, -73.80370186327909 40.8519687297106, -73.80547 40.85510499999999, -73.804757 40.858521, -73.80500555752059 40.8585460300561, -73.804575 40.861191, -73.805655 40.861231, -73.806648 40.860977, -73.80757899999999 40.860385, -73.80758908528439 40.858806194563, -73.80772043503571 40.8588194216487, -73.810968 40.862714, -73.813845 40.86403, -73.81510399999999 40.863057, -73.815089 40.865244, -73.81675199999999 40.864544, -73.81634099999999 40.8661, -73.82126699999999 40.869071, -73.823296 40.873098)))"
110,10467,8600000US10467,10467,6049164,0,"POLYGON ((-73.89478 40.887174, -73.887637 40.889768, -73.88466699999999 40.896081, -73.88496499999999 40.898786, -73.886342 40.900117, -73.886166 40.902568, -73.88651 40.907065, -73.886124 40.908016, -73.885401 40.907977, -73.87818899999999 40.905983, -73.879251 40.899547, -73.880484 40.896803, -73.879994 40.89541, -73.88018699999999 40.892129, -73.87791799999999 40.887212, -73.87812599999999 40.882154, -73.874675 40.881563, -73.874792 40.880075, -73.87092 40.880258, -73.86921099999999 40.883325, -73.867487 40.888179, -73.86368499999999 40.89432499999999, -73.863559 40.895377, -73.862875 40.895154, -73.86135999999999 40.894663, -73.86538 40.88688399999999, -73.858667 40.88494499999999, -73.85569099999999 40.884212, -73.86113499999999 40.874477, -73.861379 40.871336, -73.862447 40.869622, -73.861498 40.867782, -73.861791 40.857983, -73.86838299999999 40.857812, -73.86954899999999 40.857726, -73.871083 40.857377, -73.870462 40.86327199999999, -73.87056199999999 40.871511, -73.870313 40.875341, -73.869421 40.877987, -73.870148 40.878314, -73.87094399999999 40.878511, -73.872553 40.875175, -73.87629199999999 40.870526, -73.87985999999999 40.868274, -73.881754 40.872349, -73.88247 40.872128, -73.884782 40.878419, -73.885656 40.87889, -73.885936 40.880481, -73.886967 40.882814, -73.887047 40.884358, -73.89570999999999 40.885781, -73.89478 40.887174))"
111,10002,8600000US10002,10002,2275172,0,"POLYGON ((-73.99750399999999 40.71406899999999, -73.996059 40.716232, -73.99480799999999 40.718457, -73.994035 40.720323, -73.992604 40.724136, -73.988643 40.722933, -73.97823099999999 40.720674, -73.97499499999999 40.719784, -73.973635 40.718612, -73.975933 40.712907, -73.97778699999999 40.710671, -73.98124 40.709825, -73.98850899999999 40.709148, -73.988698 40.70997, -73.991939 40.709528, -73.992192 40.710892, -73.994022 40.709485, -73.996222 40.709181, -73.99750399999999 40.71406899999999))"
112,10304,8600000US10304,10304,9655859,19194,"POLYGON ((-74.12017399999999 40.588216, -74.116477 40.594595, -74.114311 40.596637, -74.11325099999999 40.596103, -74.11131 40.597057, -74.11130199999999 40.598208, -74.113023 40.600135, -74.109336 40.600893, -74.111555 40.601063, -74.11269799999999 40.603067, -74.107091 40.604313, -74.103973 40.603094, -74.102616 40.603442, -74.101822 40.605157, -74.09789599999999 40.606022, -74.096324 40.607453, -74.09536199999999 40.609531, -74.09737 40.609051, -74.097658 40.610503, -74.099351 40.612419, -74.09810999999999 40.612791, -74.09644299999999 40.61562, -74.09629699999999 40.614036, -74.093525 40.612917, -74.09247499999999 40.614917, -74.094303 40.616655, -74.093604 40.618195, -74.08980199999999 40.616808, -74.08815199999999 40.617005, -74.087627 40.619543, -74.08941999999999 40.620307, -74.08867499999999 40.621031, -74.088498 40.62388, -74.08892299999999 40.627788, -74.086823 40.630318, -74.088077 40.63108099999999, -74.08574899999999 40.633955, -74.08411699999999 40.634776, -74.082313 40.633662, -74.07875299999999 40.637061, -74.079886 40.633405, -74.077465 40.633719, -74.07794699999999 40.632549, -74.075959 40.63197, -74.07517 40.634166, -74.07584799999999 40.635935, -74.07473399999999 40.636212, -74.075073 40.637783, -74.072575 40.637972, -74.073578 40.637781, -74.07172199999999 40.636666, -74.073353 40.636525, -74.072903 40.630244, -74.06819807045869 40.6288182933059, -74.068168165999 40.6285714463599, -74.072903 40.629991, -74.073505 40.626876, -74.073561 40.624789, -74.070323 40.621222, -74.071309 40.619639, -74.074547 40.616943, -74.07942899999999 40.609099, -74.081644 40.606178, -74.085483 40.601128, -74.087733 40.59601199999999, -74.089249 40.594109, -74.09849299999999 40.587106, -74.102079 40.588741, -74.100883 40.590179, -74.107781 40.584353, -74.11392099999999 40.580506, -74.11542299999999 40.578631, -74.11749 40.577756, -74.11828899999999 40.578192, -74.11914899999999 40.581508, -74.12311199999999 40.585104, -74.12017399999999 40.588216), (-74.093525 40.612917, -74.09358499999999 40.612792, -74.094686 40.612181, -74.09299399999999 40.611442, -74.091325 40.611655, -74.09098299999999 40.612066, -74.092698 40.61261, -74.093525 40.612917))"
113,10305,8600000US10305,10305,10304612,44453,"POLYGON ((-74.09849299999999 40.587106, -74.089249 40.594109, -74.087733 40.59601199999999, -74.085483 40.601128, -74.081644 40.606178, -74.07942899999999 40.609099, -74.074547 40.616943, -74.071309 40.619639, -74.070323 40.621222, -74.073561 40.624789, -74.073505 40.626876, -74.06904999999999 40.6207, -74.066205 40.618727, -74.064221691963 40.618341317225, -74.0622512705865 40.6151176828594, -74.060345 40.611999, -74.05688790541701 40.6080147224342, -74.05312499999999 40.603678, -74.05789108758719 40.5956734270858, -74.059184 40.593502, -74.068184 40.584102, -74.09079699999999 40.566463, -74.09086339763481 40.5664001962006, -74.09258699999999 40.568245, -74.08876599999999 40.572375, -74.085802 40.574135, -74.08985799999999 40.576194, -74.08897399999999 40.577145, -74.09344299999999 40.579049, -74.09200199999999 40.58089, -74.096169 40.583044, -74.097718 40.581815, -74.10197599999999 40.584585, -74.09849299999999 40.587106))"
114,10309,8600000US10309,10309,17239254,102043,"POLYGON ((-74.24780799999999 40.543396, -74.22900199999999 40.555041, -74.21699699999999 40.554991, -74.2164957463409 40.5554759280489, -74.2131719008439 40.5586915173669, -74.211979 40.557419, -74.20639199999999 40.558102, -74.205145 40.557347, -74.2114 40.555643, -74.21316399999999 40.554839, -74.210945 40.555055, -74.20612899999999 40.543542, -74.203053 40.544277, -74.19858099999999 40.534481, -74.203093 40.532483, -74.20289 40.531712, -74.197484 40.532421, -74.196084 40.529912, -74.194979 40.530437, -74.19943599999999 40.525873, -74.197535 40.523754, -74.193264 40.517305, -74.19372853453029 40.5148339034677, -74.19982940284629 40.5117759144801, -74.20119699999999 40.512934, -74.207319 40.511903, -74.20997 40.510475, -74.21043499999999 40.511736, -74.21284399999999 40.510692, -74.223215 40.508659, -74.223191 40.505125, -74.2217619400756 40.50241156895419, -74.22629443410409 40.50197223406879, -74.2281448537961 40.5017928727904, -74.232822 40.516337, -74.23416399999999 40.517318, -74.234821 40.519516, -74.24241599999999 40.520325, -74.24285976440559 40.5211562898909, -74.24184657999309 40.5302451500619, -74.241732 40.531273, -74.2441961785606 40.5361895959002, -74.2452267673234 40.5382458545526, -74.24764732479301 40.54307541646889, -74.24780799999999 40.543396))"
115,10312,8600000US10312,10312,19636080,359000,"POLYGON ((-74.2114 40.555643, -74.205145 40.557347, -74.20639199999999 40.558102, -74.202383 40.559354, -74.199907 40.560854, -74.19346399999999 40.566194, -74.194098 40.567388, -74.19679599999999 40.575504, -74.19796099999999 40.578411, -74.191785 40.576176, -74.186875 40.577056, -74.18376599999999 40.573613, -74.179039 40.57170199999999, -74.177612 40.57075, -74.17531 40.566879, -74.170565 40.566842, -74.169611 40.566443, -74.169617 40.566237, -74.165943 40.567, -74.164812 40.56556, -74.164439 40.565253, -74.164993 40.561447, -74.16589399999999 40.560283, -74.164941 40.560112, -74.163394 40.553317, -74.16209599999999 40.549085, -74.161168 40.549191, -74.16077199999999 40.547373, -74.162111 40.545911, -74.159369 40.547327, -74.15919099999999 40.54523, -74.15178499999999 40.537701, -74.14973499999999 40.53727, -74.147234 40.535787, -74.14516999999999 40.535756, -74.14506069002771 40.5350605539919, -74.148697 40.534489, -74.1497886486821 40.5337979456337, -74.15996036133559 40.5273588718202, -74.160859 40.52679, -74.1765869569688 40.5201900801813, -74.17798599999999 40.519603, -74.182157 40.520634, -74.19372853453029 40.5148339034677, -74.193264 40.517305, -74.197535 40.523754, -74.19943599999999 40.525873, -74.194979 40.530437, -74.196084 40.529912, -74.197484 40.532421, -74.20289 40.531712, -74.203093 40.532483, -74.19858099999999 40.534481, -74.203053 40.544277, -74.20612899999999 40.543542, -74.210945 40.555055, -74.21316399999999 40.554839, -74.2114 40.555643))"
116,11357,8600000US11357,11357,7279772,2281,"POLYGON ((-73.83138799999999 40.79137, -73.829122 40.791884, -73.827804 40.793219, -73.829066 40.796563, -73.82503799999999 40.797389, -73.819906 40.800944, -73.81605399999999 40.79855, -73.812887 40.797153, -73.81160899999999 40.797372, -73.805339 40.796164, -73.80328 40.796713, -73.80102599999999 40.796521, -73.796736 40.795209, -73.796542 40.795606, -73.794611 40.79493, -73.794951 40.79175, -73.79374 40.789048, -73.79299499999999 40.788807, -73.79265699999999 40.790521, -73.790705 40.788225, -73.79494 40.786275, -73.794116 40.786097, -73.793356 40.781704, -73.79035 40.774573, -73.791635 40.774239, -73.79271299999999 40.773788, -73.803887 40.774901, -73.803985 40.77419, -73.8066 40.775115, -73.81278399999999 40.775605, -73.82167 40.776863, -73.82583099999999 40.775915, -73.82740799999999 40.776661, -73.82852799999999 40.776007, -73.826235 40.779921, -73.825667 40.77973, -73.825081 40.780714, -73.824624 40.781706, -73.82528499999999 40.781697, -73.826785 40.781668, -73.82690199999999 40.784652, -73.830589 40.784641, -73.831017 40.789339, -73.831976 40.78945, -73.83138799999999 40.79137))"
117,11372,8600000US11372,11372,1918699,0,"POLYGON ((-73.89730899999999 40.750459, -73.895799 40.75062, -73.89652199999999 40.754389, -73.88257899999999 40.755854, -73.878861 40.756241, -73.879245 40.758368, -73.87792999999999 40.756339, -73.872219 40.756943, -73.871685 40.753961, -73.86942499999999 40.749157, -73.890501 40.746942, -73.89139299999999 40.746648, -73.891431 40.746845, -73.89175 40.746812, -73.89482599999999 40.746493, -73.89453399999999 40.745712, -73.89476499999999 40.744739, -73.89473699999999 40.745816, -73.89635899999999 40.74877, -73.89730899999999 40.750459))"
118,11374,8600000US11374,11374,2442528,0,"POLYGON ((-73.87250299999999 40.729465, -73.871606 40.729112, -73.87142899999999 40.729248, -73.86826099999999 40.732486, -73.86903699999999 40.732849, -73.86461799999999 40.734271, -73.855085 40.736801, -73.854181 40.736954, -73.85615199999999 40.735648, -73.85470000000001 40.732829, -73.852164 40.732947, -73.85113699999999 40.730953, -73.852884 40.730427, -73.851778 40.727697, -73.85390199999999 40.726816, -73.857108 40.721757, -73.85852199999999 40.721529, -73.857298 40.711465, -73.858187 40.7116, -73.85754799999999 40.710761, -73.85802799999999 40.710504, -73.859622 40.710347, -73.85977699999999 40.711634, -73.859759 40.711845, -73.86207899999999 40.712201, -73.85963199999999 40.713598, -73.860038 40.714932, -73.863018 40.71770799999999, -73.869699 40.725146, -73.870558 40.724746, -73.87156499999999 40.725847, -73.870772 40.727394, -73.87101799999999 40.727979, -73.871815 40.726794, -73.873907 40.728434, -73.87250299999999 40.729465))"
119,11377,8600000US11377,11377,6569922,0,"POLYGON ((-73.925769 40.736278, -73.92397199999999 40.735784, -73.92304 40.740436, -73.916887 40.742787, -73.91494899999999 40.742908, -73.915566 40.744579, -73.914693 40.748905, -73.91015899999999 40.74850199999999, -73.90990000000001 40.749087, -73.909847 40.751637, -73.91045099999999 40.752961, -73.91257 40.753304, -73.91149799999999 40.754557, -73.912611 40.755971, -73.910684 40.758319, -73.90920699999999 40.758066, -73.907292 40.760281, -73.90651 40.762109, -73.90551099999999 40.761637, -73.90475099999999 40.762891, -73.90524499999999 40.763687, -73.90351199999999 40.76585, -73.902877 40.766608, -73.90202499999999 40.76741699999999, -73.90065899999999 40.767211, -73.894324 40.766146, -73.895031 40.764477, -73.89877299999999 40.759916, -73.898552 40.759926, -73.897719 40.760976, -73.89652199999999 40.754389, -73.895799 40.75062, -73.89730899999999 40.750459, -73.89635899999999 40.74877, -73.89473699999999 40.745816, -73.89476499999999 40.744739, -73.89453399999999 40.745712, -73.89482599999999 40.746493, -73.89175 40.746812, -73.891431 40.746845, -73.89139299999999 40.746648, -73.890716 40.743128, -73.890698 40.742261, -73.891746 40.742138, -73.888802 40.736531, -73.891369 40.736061, -73.88936199999999 40.735838, -73.888566 40.734592, -73.89175 40.734485, -73.89213099999999 40.733681, -73.89595899999999 40.733532, -73.897892 40.733604, -73.897864 40.734291, -73.900711 40.734359, -73.905181 40.728957, -73.90568399999999 40.72855, -73.908473 40.729828, -73.911731 40.729964, -73.919298 40.73215099999999, -73.922248 40.734415, -73.92583399999999 40.735706, -73.925769 40.736278))"
120,11419,8600000US11419,11419,2899294,0,"POLYGON ((-73.83751099999999 40.691297, -73.820915 40.695828, -73.81911099999999 40.695756, -73.81371899999999 40.697153, -73.810749 40.691917, -73.80801699999999 40.68706, -73.813592 40.68471, -73.831746 40.679537, -73.834265 40.685327, -73.835111 40.685088, -73.83751099999999 40.691297))"
121,11422,8600000US11422,11422,5191049,119987,"POLYGON ((-73.751616 40.64723499999999, -73.74835 40.645358, -73.74609599999999 40.64905, -73.74838699999999 40.650851, -73.748925 40.653432, -73.748127 40.654629, -73.748553 40.656184, -73.747052 40.657489, -73.744956 40.65817, -73.74244299999999 40.660869, -73.74001799999999 40.664748, -73.738559 40.666397, -73.741935 40.666845, -73.741951 40.668495, -73.74089499999999 40.67017999999999, -73.74004499999999 40.669873, -73.73899899999999 40.67155899999999, -73.739841 40.671866, -73.738787 40.673553, -73.73794099999999 40.673245, -73.73400199999999 40.680426, -73.73222 40.685121, -73.72586099999999 40.683223, -73.72563 40.679588, -73.72807 40.671608, -73.728224 40.665965, -73.727875 40.66469499999999, -73.727834 40.663976, -73.728331 40.663044, -73.726444 40.65916199999999, -73.724874 40.653447, -73.72520299999999 40.652319, -73.731055 40.650231, -73.735135 40.649732, -73.74143699999999 40.646889, -73.741428 40.640502, -73.742283 40.640121, -73.73947099999999 40.635706, -73.73996 40.635144, -73.74265 40.635045, -73.74127 40.637257, -73.742361 40.638093, -73.74417699999999 40.637356, -73.746022 40.635212, -73.748001 40.634631, -73.746264 40.640487, -73.748897 40.645165, -73.751616 40.64723499999999))"
122,11423,8600000US11423,11423,3665704,0,"MULTIPOLYGON (((-73.781161 40.729213, -73.777575 40.730193, -73.775234 40.725238, -73.778038 40.723284, -73.779066 40.724964, -73.779853 40.726403, -73.780799 40.728425, -73.781161 40.729213)), ((-73.782625 40.712938, -73.77357099999999 40.71512, -73.775836 40.717666, -73.77551099999999 40.719094, -73.777385 40.722442, -73.77359 40.724742, -73.766244 40.726403, -73.76479599999999 40.724684, -73.76153099999999 40.722992, -73.759441 40.721063, -73.759216 40.719199, -73.75764199999999 40.717971, -73.755579 40.71433, -73.754701 40.71471, -73.753708 40.713325, -73.75318399999999 40.712055, -73.75408 40.711841, -73.753356 40.710101, -73.76456399999999 40.7074, -73.767251 40.706313, -73.774181 40.705087, -73.775633 40.705346, -73.775139 40.706884, -73.77100799999999 40.708724, -73.781837 40.706172, -73.77997499999999 40.707051, -73.78035899999999 40.708464, -73.780309 40.709001, -73.782625 40.712938)))"
123,11205,8600000US11205,11205,2447347,0,"POLYGON ((-73.98022399999999 40.703063, -73.97923299999999 40.705769, -73.976164 40.702168, -73.97531599999999 40.703002, -73.97588 40.701927, -73.97555 40.699208, -73.97359299999999 40.70043, -73.973309 40.697943, -73.965774 40.697636, -73.962839 40.698039, -73.961051 40.698326, -73.95702 40.698974, -73.95336999999999 40.699405, -73.95180999999999 40.691599, -73.951444 40.689764, -73.957132 40.688463, -73.957274 40.689192, -73.96000599999999 40.68888099999999, -73.96029299999999 40.690346, -73.965188 40.689782, -73.96481 40.688326, -73.970764 40.687638, -73.97213599999999 40.689582, -73.97268699999999 40.687415, -73.97312599999999 40.689622, -73.973855 40.693287, -73.98013899999999 40.694683, -73.98054399999999 40.698246, -73.98022399999999 40.703063))"
124,11214,8600000US11214,11214,5617496,8509,"POLYGON ((-74.0147050927622 40.602084344158, -74.01417499999999 40.603989, -74.009822 40.608827, -74.007311 40.610077, -74.00082399999999 40.616314, -73.993968 40.612173, -73.98797499999999 40.608075, -73.98725499999999 40.607245, -73.98747999999999 40.604539, -73.984678 40.593659, -73.98464 40.593552, -73.982812 40.583792, -73.982635 40.582856, -73.983842 40.583333, -73.983948 40.582912, -73.985826 40.58137199999999, -73.98595899999999 40.581784, -73.987763 40.579799, -73.988237 40.579704, -73.99198299999999 40.581543, -73.990325 40.584601, -73.996003 40.582122, -74.000304 40.583094, -74.000435 40.58393299999999, -73.998418 40.585463, -73.998261 40.586544, -73.994102 40.588672, -73.995379 40.589389, -74.000416 40.587136, -73.998031 40.588466, -73.998789 40.590296, -73.99711099999999 40.591278, -74.00015499999999 40.591613, -73.998594 40.59355499999999, -74.00140340129001 40.5923542025705, -74.00320438943909 40.595615280056, -74.003281 40.595754, -74.010926 40.600789, -74.014425 40.602037, -74.0147050927622 40.602084344158))"
125,11226,8600000US11226,11226,3339496,0,"POLYGON ((-73.967028 40.64994799999999, -73.964654 40.650887, -73.966213 40.653189, -73.9619 40.654871, -73.959861 40.655635, -73.95934299999999 40.655983, -73.95309399999999 40.656508, -73.94726399999999 40.656437, -73.947159 40.655594, -73.946479 40.6491, -73.947467 40.64903899999999, -73.947059 40.64525, -73.94650899999999 40.640104, -73.949383 40.639928, -73.94923299999999 40.638548, -73.95360000000001 40.638422, -73.954273 40.639115, -73.955696 40.637625, -73.9584 40.636327, -73.963105 40.634065, -73.96538199999999 40.63627899999999, -73.966174 40.640431, -73.966391 40.646594, -73.967546 40.647683, -73.967028 40.64994799999999))"
126,11228,8600000US11228,11228,3813708,0,"POLYGON ((-74.02754999999999 40.612925, -74.025729 40.616049, -74.019705 40.62218499999999, -74.016048 40.631033, -74.012846 40.628656, -74.012142 40.628684, -74.006095 40.62503299999999, -74.004476 40.623145, -74.001694 40.622372, -73.99728499999999 40.619712, -74.00082399999999 40.616314, -74.007311 40.610077, -74.009822 40.608827, -74.01417499999999 40.603989, -74.0147050927622 40.602084344158, -74.017034 40.602478, -74.018958 40.602521, -74.0195713040511 40.6027150966466, -74.01549899999999 40.606842, -74.01701899999999 40.607655, -74.018388 40.606907, -74.021502 40.607828, -74.024304 40.609457, -74.02477499999999 40.609676, -74.022789 40.614596, -74.025266 40.615524, -74.026674 40.612995, -74.02754999999999 40.612925))"
127,11229,8600000US11229,11229,5592659,143662,"POLYGON ((-73.96238 40.609986, -73.95257699999999 40.611037, -73.950706 40.61125, -73.94930599999999 40.614031, -73.949119 40.613053, -73.948255 40.613636, -73.948345 40.61413599999999, -73.946574 40.61478899999999, -73.94699299999999 40.61700099999999, -73.946067 40.617104, -73.94573699999999 40.61536299999999, -73.944827 40.616046, -73.94430799999999 40.613411, -73.943748 40.612948, -73.94297899999999 40.613449, -73.939347 40.610187, -73.93753699999999 40.608557, -73.93604599999999 40.60951499999999, -73.93423199999999 40.607898, -73.93351299999999 40.608343, -73.929868 40.605071, -73.93355099999999 40.602687, -73.92813099999999 40.597778, -73.929569 40.59682, -73.917991 40.586534, -73.91766299999999 40.585605, -73.919944 40.584646, -73.92594799999999 40.585007, -73.927922 40.587503, -73.927967 40.58876, -73.930734 40.589631, -73.930881 40.591383, -73.929861 40.59372, -73.930246 40.594379, -73.93301099999999 40.594639, -73.95899799999999 40.591784, -73.959468 40.594566, -73.960888 40.594365, -73.959777 40.59629899999999, -73.961732 40.605358, -73.96238 40.609986))"
128,11232,8600000US11232,11232,3084817,234,"POLYGON ((-74.020944 40.651274, -74.022227 40.652042, -74.020877 40.654433, -74.019289 40.654086, -74.01993899999999 40.65527, -74.01788599999999 40.654054, -74.016401 40.655595, -74.01869499999999 40.657785, -74.01586499999999 40.656219, -74.01441799999999 40.657635, -74.01743999999999 40.659431, -74.015591 40.660736, -74.01194199999999 40.658966, -74.011129 40.659675, -74.01406999999999 40.661479, -74.01284699999999 40.662022, -74.00876199999999 40.659629, -74.00748899999999 40.660553, -74.010408 40.66251, -74.00881 40.663347, -74.00613199999999 40.661863, -74.00592899999999 40.663149, -74.003546 40.662192, -74.00777699999999 40.664716, -74.00339 40.663002, -74.004847 40.665068, -74.00111699999999 40.662907, -73.99952499999999 40.664399, -74.00292399999999 40.666403, -73.999893 40.667597, -73.999072 40.668446, -73.998457 40.671568, -73.994845 40.666805, -73.995795 40.665516, -73.99167299999999 40.663028, -73.99283799999999 40.661909, -74.002144 40.652956, -73.997818 40.650282, -73.99827599999999 40.649734, -73.993985 40.647101, -73.99773399999999 40.64341, -73.999931 40.644306, -74.002111 40.646099, -74.00066199999999 40.647487, -74.00507399999999 40.650147, -74.006241 40.649022, -74.01054999999999 40.651634, -74.01120499999999 40.651112, -74.01343 40.652453, -74.019256 40.646853, -74.020877 40.648743, -74.024406 40.650922, -74.020944 40.651274))"
